target	predictor	raw_p	fdr_p	t-max_p
T3	T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3	L_PTL_T1	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3	R_DLPFC_T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3	lSMA_to_lIFG_T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3	Age	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3	R_DLPFC_T1	0.002997002997002997	0.010663754849801362	0.15784215784215785
T3	rDLPFC_to_lPTL_T2	0.000999000999000999	0.0040222934959777065	0.17082917082917082
T3	lPTL_to_lIFG_T2	0.000999000999000999	0.0040222934959777065	0.17682317682317683
T3	R_IFGorb_T1	0.000999000999000999	0.0040222934959777065	0.1848151848151848
T3	lDLPFC_to_lPTL_T1	0.003996003996003996	0.01329105676931764	0.27172827172827174
T3	rIFG_to_lIFG_T2	0.001998001998001998	0.007642357642357642	0.02197802197802198
T3	L_DLPFC	0.023976023976023976	0.07642357642357643	0.5124875124875125
T3	rDLPFC_to_lPTL_T1	0.057942057942057944	0.18035964035964036	0.7292707292707292
T3	L_IFGorb_T1	0.14685314685314685	0.41608391608391604	0.987012987012987
T3	R_IFGorb_T2	0.13486513486513488	0.3950954705671687	0.977022977022977
T3	L_SMA	0.13686313686313686	0.3950954705671687	0.9660339660339661
T3	lIFG_to_lPTL_T1	0.11888111888111888	0.35664335664335667	0.17082917082917082
T3	L_IFGorb	0.22677322677322678	0.5880729440051474	0.19080919080919082
T3	rDLPFC_to_lIFG_T1	0.3076923076923077	0.7846153846153847	0.2017982017982018
T3	L_IFGorb_T2	0.996003996003996	0.996003996003996	0.31368631368631367
T3	lDLPFC_to_lIFG_T2	0.5784215784215784	0.8539503974286583	0.2517482517482518
T3	T1	0.9120879120879121	0.9365734936204735	0.2967032967032967
T3	L_SMA_T2	0.8461538461538461	0.8747401247401247	0.29270729270729273
T3	rIFG_to_lIFG_T1	0.919080919080919	0.9374625374625375	0.28771228771228774
T3	lIFG_to_lPTL_T2	0.6283716283716284	0.8539503974286583	0.25574425574425574
T3	lSMA_to_lPTL_T1	0.8281718281718282	0.86787869664582	0.28471528471528473
T3	lSMA_to_lPTL_T2	0.8281718281718282	0.86787869664582	0.2807192807192807
T3	L_PTL	0.7412587412587412	0.8539503974286583	0.2707292707292707
T3	L_DLPFC_T1	0.7102897102897103	0.8539503974286583	0.2707292707292707
T3	L_SMA_T1	0.7052947052947053	0.8539503974286583	0.2707292707292707
T3	L_DLPFC_T2	0.7282717282717283	0.8539503974286583	0.2707292707292707
T3	L_PTL_T2	0.7702297702297702	0.8539503974286583	0.2707292707292707
T3	lSMA_to_lIFG_T1	0.7942057942057942	0.8582955506032429	0.2707292707292707
T3	lDLPFC_to_lIFG_T1	0.7422577422577422	0.8539503974286583	0.2707292707292707
T3	lPTL_to_lIFG_T1	0.7322677322677322	0.8539503974286583	0.2707292707292707
T3	rDLPFC_to_lIFG_T2	0.7072927072927073	0.8539503974286583	0.2707292707292707
T3	lDLPFC_to_lPTL_T2	0.7112887112887113	0.8539503974286583	0.2707292707292707
T2	T1	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T2	lSMA_to_lIFG_T1	0.6553446553446554	0.8539503974286583	0.22677322677322678
T2	L_DLPFC	0.7212787212787213	0.8539503974286583	0.24075924075924077
T2	L_IFGorb	0.7152847152847153	0.8539503974286583	0.23876123876123875
T2	L_PTL	0.7032967032967034	0.8539503974286583	0.23876123876123875
T2	L_SMA	0.7792207792207793	0.8577034476315052	0.23876123876123875
T2	L_DLPFC_T1	0.7242757242757243	0.8539503974286583	0.23876123876123875
T2	L_IFGorb_T1	0.7352647352647352	0.8539503974286583	0.23876123876123875
T2	L_PTL_T1	0.7242757242757243	0.8539503974286583	0.23876123876123875
T2	L_SMA_T1	0.7632367632367633	0.8539503974286583	0.23876123876123875
T2	R_DLPFC_T1	0.7332667332667333	0.8539503974286583	0.23876123876123875
T2	R_IFGorb_T1	0.7442557442557443	0.8539503974286583	0.23876123876123875
T2	lSMA_to_lPTL_T1	0.6923076923076923	0.8539503974286583	0.23876123876123875
T2	rIFG_to_lIFG_T1	0.6913086913086913	0.8539503974286583	0.23876123876123875
T2	lDLPFC_to_lIFG_T1	0.7322677322677322	0.8539503974286583	0.23876123876123875
T2	rDLPFC_to_lIFG_T1	0.7292707292707292	0.8539503974286583	0.23876123876123875
T2	rDLPFC_to_lPTL_T1	0.7222777222777222	0.8539503974286583	0.23876123876123875
T2	lPTL_to_lIFG_T1	0.7082917082917083	0.8539503974286583	0.23876123876123875
T2	lDLPFC_to_lPTL_T1	0.7112887112887113	0.8539503974286583	0.23876123876123875
T2	lIFG_to_lPTL_T1	0.6983016983016983	0.8539503974286583	0.23876123876123875
T2	Age	0.6533466533466533	0.8539503974286583	0.23876123876123875
T2_T1	T1	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T2_T1	L_SMA	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T2_T1	lSMA_to_lIFG_T1	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T2_T1	R_DLPFC_T1	0.8171828171828172	0.86787869664582	0.15584415584415584
T2_T1	L_DLPFC	0.6623376623376623	0.8539503974286583	0.13986013986013987
T2_T1	L_IFGorb	0.6853146853146853	0.8539503974286583	0.13986013986013987
T2_T1	L_PTL	0.6173826173826173	0.8539503974286583	0.13986013986013987
T2_T1	L_DLPFC_T1	0.6193806193806194	0.8539503974286583	0.13986013986013987
T2_T1	L_IFGorb_T1	0.6443556443556444	0.8539503974286583	0.13986013986013987
T2_T1	L_PTL_T1	0.7102897102897103	0.8539503974286583	0.13986013986013987
T2_T1	L_SMA_T1	0.6263736263736264	0.8539503974286583	0.13986013986013987
T2_T1	R_IFGorb_T1	0.6033966033966034	0.8539503974286583	0.13986013986013987
T2_T1	lSMA_to_lPTL_T1	0.6243756243756243	0.8539503974286583	0.13986013986013987
T2_T1	rIFG_to_lIFG_T1	0.6333666333666333	0.8539503974286583	0.13986013986013987
T2_T1	lDLPFC_to_lIFG_T1	0.6363636363636364	0.8539503974286583	0.13986013986013987
T2_T1	rDLPFC_to_lIFG_T1	0.6323676323676324	0.8539503974286583	0.13986013986013987
T2_T1	rDLPFC_to_lPTL_T1	0.6233766233766234	0.8539503974286583	0.13986013986013987
T2_T1	lPTL_to_lIFG_T1	0.6323676323676324	0.8539503974286583	0.13986013986013987
T2_T1	lDLPFC_to_lPTL_T1	0.6293706293706294	0.8539503974286583	0.13986013986013987
T2_T1	lIFG_to_lPTL_T1	0.6063936063936064	0.8539503974286583	0.13986013986013987
T2_T1	Age	0.6043956043956044	0.8539503974286583	0.13986013986013987
T3_T2	T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T2	T1	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T2	L_DLPFC	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T2	R_IFGorb_T1	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T2	lSMA_to_lPTL_T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T2	R_DLPFC_T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T2	lSMA_to_lIFG_T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T2	L_PTL_T1	0.000999000999000999	0.0040222934959777065	0.0919080919080919
T3_T2	lPTL_to_lIFG_T2	0.000999000999000999	0.0040222934959777065	0.1258741258741259
T3_T2	R_IFGorb_T2	0.000999000999000999	0.0040222934959777065	0.16683316683316685
T3_T2	Age	0.005994005994005994	0.019512402491125895	0.017982017982017984
T3_T2	R_DLPFC_T1	0.002997002997002997	0.010663754849801362	0.25774225774225773
T3_T2	L_IFGorb_T2	0.21678321678321677	0.5818917924181082	0.8301698301698301
T3_T2	rIFG_to_lIFG_T2	0.22477522477522477	0.5880729440051474	0.18581418581418582
T3_T2	rDLPFC_to_lPTL_T1	0.8371628371628371	0.8713327488837692	0.3596403596403596
T3_T2	L_DLPFC_T2	0.99000999000999	0.996003996003996	0.33766233766233766
T3_T2	lSMA_to_lIFG_T1	0.4935064935064935	0.8539503974286583	0.21078921078921078
T3_T2	rIFG_to_lIFG_T1	0.955044955044955	0.9676945570985306	0.3066933066933067
T3_T2	lSMA_to_lPTL_T1	0.5684315684315684	0.8539503974286583	0.23476523476523475
T3_T2	lDLPFC_to_lPTL_T2	0.7982017982017982	0.8582955506032429	0.27472527472527475
T3_T2	L_DLPFC_T1	0.5874125874125874	0.8539503974286583	0.24375624375624375
T3_T2	L_SMA_T2	0.8021978021978022	0.8582955506032429	0.2677322677322677
T3_T2	L_SMA_T1	0.7672327672327672	0.8539503974286583	0.2647352647352647
T3_T2	L_IFGorb_T1	0.7852147852147852	0.8581275866990152	0.26373626373626374
T3_T2	lDLPFC_to_lPTL_T1	0.7532467532467533	0.8539503974286583	0.26073926073926074
T3_T2	L_IFGorb	0.7002997002997003	0.8539503974286583	0.25674325674325676
T3_T2	L_PTL	0.7352647352647352	0.8539503974286583	0.25674325674325676
T3_T2	L_SMA	0.6803196803196803	0.8539503974286583	0.25674325674325676
T3_T2	L_PTL_T2	0.7022977022977023	0.8539503974286583	0.25674325674325676
T3_T2	lDLPFC_to_lIFG_T1	0.7432567432567433	0.8539503974286583	0.25674325674325676
T3_T2	rDLPFC_to_lIFG_T1	0.7542457542457542	0.8539503974286583	0.25674325674325676
T3_T2	lPTL_to_lIFG_T1	0.7072927072927073	0.8539503974286583	0.25674325674325676
T3_T2	lIFG_to_lPTL_T1	0.6993006993006993	0.8539503974286583	0.25674325674325676
T3_T2	lDLPFC_to_lIFG_T2	0.6903096903096904	0.8539503974286583	0.25674325674325676
T3_T2	rDLPFC_to_lIFG_T2	0.6833166833166833	0.8539503974286583	0.25674325674325676
T3_T2	rDLPFC_to_lPTL_T2	0.6903096903096904	0.8539503974286583	0.25674325674325676
T3_T2	lIFG_to_lPTL_T2	0.6943056943056943	0.8539503974286583	0.25674325674325676
T3_T1	T1	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T1	T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T1	R_IFGorb_T1	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T1	L_DLPFC	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T1	rIFG_to_lIFG_T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T1	R_DLPFC_T2	0.000999000999000999	0.0040222934959777065	0.001998001998001998
T3_T1	R_DLPFC_T1	0.000999000999000999	0.0040222934959777065	0.004995004995004995
T3_T1	Age	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T1	L_SMA	0.000999000999000999	0.0040222934959777065	0.008991008991008992
T3_T1	rDLPFC_to_lPTL_T2	0.000999000999000999	0.0040222934959777065	0.015984015984015984
T3_T1	lPTL_to_lIFG_T2	0.000999000999000999	0.0040222934959777065	0.03196803196803197
T3_T1	lSMA_to_lIFG_T2	0.000999000999000999	0.0040222934959777065	0.000999000999000999
T3_T1	L_PTL_T1	0.000999000999000999	0.0040222934959777065	0.05094905094905095
T3_T1	lIFG_to_lPTL_T1	0.000999000999000999	0.0040222934959777065	0.001998001998001998
T3_T1	lDLPFC_to_lPTL_T1	0.000999000999000999	0.0040222934959777065	0.06893106893106893
T3_T1	L_PTL_T2	0.000999000999000999	0.0040222934959777065	0.001998001998001998
T3_T1	rDLPFC_to_lPTL_T1	0.001998001998001998	0.007642357642357642	0.07592407592407592
T3_T1	rIFG_to_lIFG_T1	0.003996003996003996	0.01329105676931764	0.09290709290709291
T3_T1	lSMA_to_lPTL_T2	0.002997002997002997	0.010663754849801362	0.004995004995004995
T3_T1	L_DLPFC_T1	0.003996003996003996	0.01329105676931764	0.005994005994005994
T3_T1	L_IFGorb_T2	0.058941058941058944	0.18035964035964036	0.9240759240759241
T3_T1	lSMA_to_lPTL_T1	0.21478521478521478	0.5818917924181082	0.05094905094905095
T3_T1	L_IFGorb	0.18081918081918083	0.5030060848242667	0.05094905094905095
T3_T1	lDLPFC_to_lPTL_T2	0.7342657342657343	0.8539503974286583	0.06493506493506493
T3_T1	rDLPFC_to_lIFG_T1	0.48951048951048953	0.8539503974286583	0.058941058941058944
T3_T1	L_SMA_T1	0.6493506493506493	0.8539503974286583	0.061938061938061936
T3_T1	lIFG_to_lPTL_T2	0.5234765234765235	0.8539503974286583	0.060939060939060936
T3_T1	rDLPFC_to_lIFG_T2	0.5364635364635365	0.8539503974286583	0.060939060939060936
T3_T1	lSMA_to_lIFG_T1	0.5584415584415584	0.8539503974286583	0.060939060939060936
T3_T1	lDLPFC_to_lIFG_T2	0.6033966033966034	0.8539503974286583	0.061938061938061936
T3_T1	L_SMA_T2	0.5404595404595405	0.8539503974286583	0.061938061938061936
T3_T1	lDLPFC_to_lIFG_T1	0.5844155844155844	0.8539503974286583	0.061938061938061936
T3_T1	L_IFGorb_T1	0.5344655344655345	0.8539503974286583	0.061938061938061936
T3_T1	L_PTL	0.6073926073926074	0.8539503974286583	0.061938061938061936
T3_T1	L_DLPFC_T2	0.5844155844155844	0.8539503974286583	0.061938061938061936
T3_T1	R_IFGorb_T2	0.5814185814185814	0.8539503974286583	0.061938061938061936
T3_T1	lPTL_to_lIFG_T1	0.5684315684315684	0.8539503974286583	0.061938061938061936
